question_id	question	query
WebQTrn-57	what is the first book sherlock holmes appeared in	first sherlock holmes book
WebQTrn-572	what type of government does nigeria have today	type of government in nigeria
WebQTrn-573	what did hans oersted discovered in 1819	hans oersted discovery in 1819
WebQTrn-577	what kind of government does chile have today	chile form of government
WebQTrn-578	where did richard arkwright die	richard arkwright place of death
WebQTrn-581	where does sam bradford play	sam bradford nfl team
WebQTrn-584	where was hackney 2012 held	place of hackney 2012
WebQTrn-586	what year did scottie pippen come into the nba	scottie pippen draft year
WebQTrn-587	where are you if you re in zagreb	location of zagreb
WebQTrn-589	what city was selena gomez born in	selena gomez hometown
WebQTrn-590	who does dominic monaghan play in lord of the rings	dominic monaghan actor lord of the rings
WebQTrn-592	who sang for pink floyd	pink floyd singer
WebQTrn-594	what is the current time in nigeria lagos	current time lagos nigeria
WebQTrn-595	what shows did henry winkler produce	henry winkler tv show
WebQTrn-596	what state was texaco gas founded	texaco gas founding state
WebQTrn-598	who is the senator of connecticut 2010	connecticut senator 2010
WebQTrn-6	who does joakim noah play for	joakim noah team
WebQTrn-60	what countries do people speak portuguese	countries that speak portuguese
WebQTrn-601	what is brazil time zone	brazil time zone now
WebQTrn-603	what do people in the czech republic speak	czech republic language
WebQTrn-606	what are all the things thomas edison invented	list of thomas edison inventions
WebQTrn-607	what does albania speak	language used in albania
WebQTrn-608	what is shakira 's nationality	nationality of shakira
WebQTrn-610	who is playing bilbo baggins	bilbo baggins actor
WebQTrn-612	where is the 2012 ncaa basketball tournament	ncaa basketball tournament 2012 location
WebQTrn-613	what episode did kate leave ncis	episode of ncis katy leaves
WebQTrn-614	where are the seneca indians now	seneca indians location now
WebQTrn-615	what did farrah dad do	farrah dad profession
WebQTrn-617	where does the jordan river begin	jordan river origin
WebQTrn-619	where did rihanna come from	rihanna origin
WebQTrn-62	what are the names of walt disney kids	children of walt disney
WebQTrn-621	what years did the knicks win the championship	knicks championship win years
WebQTrn-622	what is the time zone in uk now	uk time zone
WebQTrn-624	what state did thomas jefferson live in	thomas jefferson home state
WebQTrn-628	where is the nascar hall of fame	nascar hall of fame location
WebQTrn-63	who is in the band bush	members of bush
WebQTrn-630	what was the name of wright brothers plane	name of wright brothers airplane
WebQTrn-631	where is located university of leeds	university of leeds location
WebQTrn-632	who is gilbert gottfried snl	gilbert gottfried snl
WebQTrn-634	what did martin luther do	martin luther profession
WebQTrn-635	what team did grover cleveland alexander play for	grover cleveland alexander team
WebQTrn-639	where do audi come from	audi headquarters location
WebQTrn-64	what was tupac name in juice	tupac name in juice
WebQTrn-641	what to do washington dc december	things to do washington dc in december
WebQTrn-644	what do singapore speak	singapore language
WebQTrn-646	who wrote the book of st. john	book of st john writer
WebQTrn-65	what timezone is australia gmt	australia gmt time zone
WebQTrn-653	who killed harvey milk	harvey milk killer
WebQTrn-654	what was the title of the first book dr. seuss wrote	dr seuss first book
WebQTrn-656	where is the university of west alabama located	university of west alabama location
WebQTrn-657	what did kenny everett die off	kenny everett cause of death
WebQTrn-658	what main language do they speak in brazil	main language spoken in brazil
WebQTrn-659	where does joey king live	joey king location
WebQTrn-66	who does maggie grace play in taken	maggie grace character in taken
WebQTrn-661	how many australian states and territories	australian states and territories
WebQTrn-662	what was manchester united first name	manchester united first name
WebQTrn-671	what does amanda seyfried play in	amanda seyfried movies
WebQTrn-672	what language do people speak in iran	language spoken in iran
WebQTrn-673	what is the jurisdiction of the us supreme court	us supreme court jurisdiction
WebQTrn-676	what time zone is the uk in right now	uk time zone
WebQTrn-679	what branch is made up of the house of representatives	house of representatives branch
WebQTrn-681	where did chancellorsville battle take place	chancellorsville battle location
WebQTrn-682	what year was the cubs last world series	last year cubs won world series
WebQTrn-687	when was the last time the oakland raiders were in the super bowl	oakland raiders last super bowl
WebQTrn-688	what religion was mary todd lincoln	mary todd lincoln religion
WebQTrn-689	who is the house of representatives made up of	house of representatives members
WebQTrn-691	where is headquarters of verizon	verizon wireless headquarters location
WebQTrn-694	where did morgan freeman come from	morgan freeman hometown
WebQTrn-695	where did bob barker grow up	bob barker hometown
WebQTrn-696	what are king charles spaniels	king charles spaniels
WebQTrn-7	where are the nfl redskins from	nfl redskins location
WebQTrn-70	what timezone is denver co	denver co timezone
WebQTrn-700	who played juni in spy kids 4	spy kids 4 juni actor
WebQTrn-701	what year did the new york mets start	new york mets start year
WebQTrn-702	where did neil gaiman grow up	neil gaiman origin
WebQTrn-703	what books did aristotle wrote	books by aristotle
WebQTrn-704	where is eu headquarters located	eu headquarters location
WebQTrn-707	where was selena gomez raised	selena gomez hometown
WebQTrn-708	what countries are in the andean region	andean region countries
WebQTrn-71	what character did brian austin green play on 90210	brian austin green 90210 character
WebQTrn-710	when was the last time the san francisco giants won a world series	san francisco giants last world series win
WebQTrn-711	what airport do you fly into for destin	closest airport to destin
WebQTrn-713	what country was george washington from	george washington country of birth
WebQTrn-714	what year did pete rose play	pete rose playing years
WebQTrn-715	where does kyla ross live	kyla ross location
WebQTrn-719	what has anna kendrick been in	anna kendrick movie
WebQTrn-720	what are the major imports of the united states	top us imports
WebQTrn-721	what are the team colors for the pittsburgh steelers	pittsburgh steelers colors
WebQTrn-722	what is the current government system in france	type of government in france
WebQTrn-723	what did roy rogers die of	roy rogers cause of death
WebQTrn-726	what are the major religions practiced in israel	major religions in israel
WebQTrn-728	what years did andrew jackson run for president	andrew jackson election years
WebQTrn-73	what form of government was practiced in sparta	government form in sparta
WebQTrn-730	where did madoff live in nyc	madoff house in nyc
WebQTrn-731	how many languages are there in the philippines	languages in the philippines
WebQTrn-733	who did heinrich himmler marry	heinrich himmler wife
WebQTrn-736	where is the columbia university located	location of columbia university
WebQTrn-738	what did the scientist thomson discover	scientist thomson discovery
WebQTrn-74	when did the colorado rockies go to the world series	colorado rockies world series time
WebQTrn-741	who was carrie underwood in soul surfer	carrie underwood character in soul surfer
WebQTrn-743	what did julian fellowes write	julian fellowes books
WebQTrn-745	who does the islam worship	worship in islam
WebQTrn-746	who was married to lance armstrong	lance armstrong wife
WebQTrn-752	who was the leader of the soviet union in 1945	leader of the soviet union 1945
WebQTrn-753	who does john beck play for	john beck team
WebQTrn-754	what god do catholics believe in	catholic deities
WebQTrn-756	where did robbie hummel go to high school	robbie hummel high school
WebQTrn-757	what year did the cleveland indians go to the world series	cleveland indians world series appearances
WebQTrn-759	what language do jewish speak	jewish spoken language
WebQTrn-76	what college did matt lauer attend	matt lauer college
WebQTrn-761	who does danneel harris play on one tree hill	one tree hill danneel harris character
WebQTrn-762	what inspired michelangelo	michelangelo inspirations
WebQTrn-764	who was the colts coach in 2011	colts coach 2011
WebQTrn-765	what airport is closer to downtown houston	nearest airport to downtown houston
WebQTrn-767	what city is fc schalke 04 in	fc schalke 04 city
WebQTrn-769	where did giovanni da verrazano come from	giovanni da verrazano place of birth
WebQTrn-771	what was omar epps first movie	omar epps first movie
WebQTrn-773	who won the governor election in puerto rico	puerto rico governor election winner
WebQTrn-775	what group is aubrey o'day in	aubrey o'day group
WebQTrn-781	where was president lyndon johnson from	lyndon johnson president hometown
WebQTrn-782	what did wagner compose	wagner compositions
WebQTrn-783	what language did jewish people speak	jewish people language
WebQTrn-784	who does michael oher play for in 2009	michael oher team 2009
WebQTrn-785	what years did barry bonds play	barry bonds playing years
WebQTrn-790	what team does lamar odom play for 2011	lamar odom team 2011
WebQTrn-794	where is the syracuse university	syracuse university location
WebQTrn-796	where do logan browning live	logan browning location
WebQTrn-797	when did mcdonalds officially open	first mcdonalds opening year
WebQTrn-80	who was vincent van gogh inspired by	vincent van gogh inspiration
WebQTrn-801	who did jeremy lin sign with	jeremy lin team
WebQTrn-804	who played emperor palpatine	emperor palpatine actor
WebQTrn-808	who were demeter 's brothers and sisters	demeter's siblings
WebQTrn-811	what province is canada 's capital located in	province of canada's capital
WebQTrn-812	on which continent is the usa located	usa continent
WebQTrn-813	where is singapore on a world map	singapore on the world map
WebQTrn-815	what is the main language of israel	main language of israel
WebQTrn-817	what did bob ross die of	bob ross cause of death
WebQTrn-819	where did martin luther live in	martin luther living city
WebQTrn-821	what are all the songs nicki minaj is in	all nicki minaj songs
WebQTrn-823	what college did magic johnson go to	magic johnson college
WebQTrn-824	what kind of language do they speak in greece	language spoken in greece
WebQTrn-825	what to see in chicago downtown	things to see in chicago downtown
WebQTrn-826	what kind of money does the philippines use	currency in the philippines
WebQTrn-827	what did george eastman make	george eastman inventions
WebQTrn-828	what movies has billy burke been in	movies with billy burke
WebQTrn-829	who was rudolf virchow	rudolf virchow
WebQTrn-83	when did the new york knicks win a championship	new york knicks championships years
WebQTrn-831	what is the last movie brittany murphy made	brittany murphy last movie
WebQTrn-832	with which countries does south africa trade	south africa trading countries
WebQTrn-833	what kind of language do they speak in china	languages spoken in china
WebQTrn-834	what office does hillary clinton hold	office of hillary clinton
WebQTrn-836	what are the major religions in uk	major religions in uk
WebQTrn-837	where did jennifer hudson go to school	jennifer hudson school
WebQTrn-838	what type of guitar does john mayer play	john mayer guitar type
WebQTrn-839	when did toronto blue jays become a team	toronto blue jays year founded
WebQTrn-840	what is the zip code for moorpark ca	zip code for moorpark ca
WebQTrn-842	what is the currency of spain called	spain currency name
WebQTrn-843	which country is to the north of the united states of america	country north of the united states of america
WebQTrn-844	what 3 states border the pacific ocean	countries bordering the pacific ocean
WebQTrn-846	where was avril lavigne born	avril lavigne origin
WebQTrn-847	what are the 3 official languages of spain	official languages of spain
WebQTrn-848	what type of government does australia currently have	australia's type of government
WebQTrn-849	which countries do germany border	countries bordering germany
WebQTrn-852	what movies have queen latifah played in	movies with queen latifah
WebQTrn-856	who played alf on the tv show	actor of alf tv show
WebQTrn-857	who was the vice president when bill clinton was in office	vice president for bill clinton
WebQTrn-86	where is jack daniels factory	jack daniels factory location
WebQTrn-860	what other cars does gm make	list of gm cars
WebQTrn-861	who did george lucas get engaged to	george lucas wife
WebQTrn-863	what instruments does john williams use	john williams instruments
WebQTrn-866	who was johnny cash 's first wife	johnny cash first wife
WebQTrn-868	what a city in montana	cities in montana
WebQTrn-869	what timezone is toronto canada	toronto canada time zone
WebQTrn-87	what language do the speak in pakistan	languages spoken in pakistan
WebQTrn-871	what type of political system does russia have	russia's political system
WebQTrn-872	what is the political system in egypt	egypt political system
WebQTrn-873	what airport is in kauai hawaii	airports in kauai hawaii
WebQTrn-876	what team chris paul play for	chris paul team
WebQTrn-877	what currency should i take to jamaica	currency in jamaica
WebQTrn-878	what is illinois state bird	state bird illinois
WebQTrn-88	where is santa clara university	santa clara university location
WebQTrn-881	what three continents touch the atlantic ocean	continents that touch the atlantic ocean
WebQTrn-882	what language do u speak in egypt	languages spoken in egypt
WebQTrn-883	what teams has lionel messi played for	lionel messi teams
WebQTrn-884	what countries in north america continent	countries in north america continent
WebQTrn-887	who did adam sandler married	adam sandler wife
WebQTrn-891	where did john howard live	john howard living city
WebQTrn-892	what music did beethoven composed	beethoven music genre
WebQTrn-894	what inspired scott fitzgerald	scott fitzgerald inspirations
WebQTrn-895	what did george steinbrenner do	george steinbrenner profession
WebQTrn-897	what influenced langston hughes to write	langston hughes influences
WebQTrn-903	what do they speak in cambodia	language spoken in cambodia
WebQTrn-904	what kind of insurance does geico offer	geico insurance kinds
WebQTrn-905	who is the prime minister of new zealand now	prime minister of new zealand
WebQTrn-906	what time is nebraska now	nebraska time right now
WebQTrn-907	what did nick carter sister died of	nick carter sister cause of death
WebQTrn-908	who is james dean	james dean
WebQTrn-909	where did bob dylan live	bob dylan living city
WebQTrn-91	what sea does the yangtze river flow into	the yangtze river to which sea 
WebQTrn-912	who is nina dobrev playing in perks of being a wallflower	nina dobrev character in perks of being a wallflower
WebQTrn-914	what is there to see in barcelona	places to see in barcelona
WebQTrn-915	who is larry ellison oracle	larry ellison oracle
WebQTrn-916	what is the zip code for fort stockton texas	zip code for stockton texas
WebQTrn-917	what teams drafted the morris twins	morris twins draft teams
WebQTrn-918	what state does obama come from	barack obama birth state
WebQTrn-919	who does tim howard play for club	tim howard team
WebQTrn-92	who miley cyrus engaged to	miley cyrus engaged with
WebQTrn-920	what did egyptians speak	language spoken in egypt
WebQTrn-921	what is vanderbilt 's mascot	vanderbilt's mascot
WebQTrn-925	what are the airports in chicago	airports in chicago
WebQTrn-926	what was van gogh famous for	van gogh famous for
WebQTrn-928	who won 2012 presidential election in france	2012 french presidential election winner
WebQTrn-929	what does donald trump own	donald trump owner of
WebQTrn-931	where did emily murphy go to school	emily murphy school
WebQTrn-933	what do most nigerians speak	language spoken by nigerians
WebQTrn-934	who was the general for the british in the revolutionary war	revolutionary war british general
WebQTrn-937	what currency does thailand accept	currency used in thailand
WebQTrn-938	what else did eli whitney invent	eli whitney inventions
WebQTrn-939	who founded collegehumor	collegehumor founder
WebQTrn-940	where did barack obama attend school	barack obama school
WebQTrn-942	where to travel around sydney	attractions in sydney
WebQTrn-943	what are the names of michael jackson movies	michael jackson movies
WebQTrn-944	what are the islands of oceania	islands of oceania
WebQTrn-946	what is the currency in france	currency used in france
WebQTrn-947	where is the head office of hsbc bank	hsbc bank head office location
WebQTrn-949	where was martin cooper from	martin cooper hometown
WebQTrn-95	what kind of money should i take to jamaica	jamaica currency
WebQTrn-951	what is the currency name of china	name of chinese currency
WebQTrn-954	what medium is the school of athens	the school of athens art form
WebQTrn-955	what year michael jordan came in the nba	michael jordan first nba year
WebQTrn-957	what movie did marlee matlin won an academy award for	marlee matlin academy award movie
WebQTrn-958	who is leann rimes with now	leann rimes current husband
WebQTrn-960	where north dakota located	north dakota location
WebQTrn-961	what countries did queen elizabeth ii rule	countries ruled by queen elizabeth ii
WebQTrn-962	who played forrest gump as a kid	forrest gump kid actor
WebQTrn-963	where was the battle of vicksburg held	battle of vicksburg location
WebQTrn-964	what kind of artist is henri matisse	henri matisse art type
WebQTrn-97	where do the ny rangers play	ny rangers stadium
WebQTrn-970	what type of government does fiji have	type of government in fiji
WebQTrn-973	who was dan cody	dan cody
WebQTrn-974	what language do people speak in turkey	languages spoken in turkey
WebQTrn-975	what are all the inventions benjamin franklin made	benjamin franklin inventions
WebQTrn-977	who does debbie dingle go out with	debbie dingle dating
WebQTrn-978	what country was anton van leeuwenhoek from	anton van leeuwenhoek country of origin
WebQTrn-98	where is jefferson davis buried	jefferson davis burial place
WebQTrn-980	who played todd manning on one life to live	one life to live todd manning actor
WebQTrn-981	what does latin america consist of	latin america countries
WebQTrn-982	who is the manager of the st louis cardinals	st. louis cardinals manager
WebQTrn-989	where did prophet daniel died	prophet daniel place of death
WebQTrn-990	what state was theodore roosevelt from	theodore roosevelt birth state
WebQTrn-992	what form of government does brazil have	brazil government type
WebQTrn-997	who won london mayoral elections 2012	london mayor election 2012 winner
WebQTrn-999	what influenced william morris to be an artist	william morris influences
