question_id	question	query
571083	what are the long term effects of ice?	long term effects of ice
823824	what is the golden buzzer	golden buzzer c'est quoi
1174955	is granite heterogeneous or homogeneous	granite homogeneous or heterogeneous
406837	is collagen good for joints	best collagen for joints
383783	how to treat diverticulitis naturally	treating diverticulitis naturally
823123	what is the fungus that effects zombie ants	zombie fungus ants
1041615	who is the richest black woman in the world?	richest black woman in the world
816650	what is the difference between a site condo and a detached condo	difference between an apartment and a condo
773616	what is mortgage escrow account	escrow account for mortgage
408414	is disneyland opening time special	disneyland opening time
631609	what does an acceleration vs time graph show	acceleration vs time graph
364241	how to help kidney pain	referred kidney pain
764581	what is latin for cat	latin word for cat
581048	what can cause a shooting pain in right side of head	shooting pain in right side of head
496998	should you exercise before or after a massage	massage before or after workout
316664	how much does it cost to replace a serpentine belt	cost to replace serpentine belt
812603	what is the cost of a colonoscopy	cost for a colonoscopy
583741	what cause cramps in toes	cramps in toes causes
822236	what is the full retirement age for someone born in 1955	full retirement age for someone born in 1954
712373	what is an ascii text file	ascii text file
1177763	how much clint eastwood worth	clint eastwood worth
303119	how much can a subaru outback tow	subaru outback tow capacity
1052359	who sponsors dale earnhardt jr	dale earnhardt jr nascar
1058144	who wrote creep by radiohead	creep by radiohead
972387	where does a thesis statement go in mla format	mla thesis statement
843540	what is the recommended daily allowance of potassium?	recommended daily intake of potassium
406087	is chicago ridge cook county	cook county chicago il
1143812	what's median in math	define median math
1011369	which is an example of moral hazard?	examples of moral hazard
1041382	who is the planet mercury named after	mercury named after
1166531	what are natural resources definition	define natural resources
266023	how long oj simpson in jail	oj simpson in jail
303587	how much carbs in lime juice	carbs in lime juice
352378	how to cook ears of corn in a microwave	cooking ears of corn in microwave
743804	what is end stage liver disease symptoms	symptoms of end stage liver disease
695439	what is a pooled standard deviation	explain standard deviation
564835	what are signs of liver problems from alcohol	symptoms of liver problems from alcohol
821553	what is the first step in the scientific method	first step in scientific method
315739	how much does it cost to have a cat put down	cost to put a cat down
814775	what is the definition of bots	meaning of bots
772097	what is microsoft word content control	content control microsoft word
646277	what does propane gas smell like	propane gas smell
965896	where are neck lymph nodes	neck lymph nodes
78025	can you go through canada without passport	going to canada without passport
318349	how much does taco bell pay	taco bell starting pay
862002	what is walmart's minimum wage	minimum wage walmart
679838	what is a critical infrastructure	define critical infrastructure
844098	what is the renewal fee for a uk passport	cost to renew uk passport
781621	what is parkinson's syndrome	parkinson's like syndrome
1149109	what is the state income tax rate in sc	sc state income tax rate
276727	how many calories in a boiled egg white only	calories in boiled egg white
998265	where is the vertebrae sciatica	need to know about sciatica
1061386	why are whale sharks called whale sharks	info on whale sharks
1152970	what is respiratory distress syndrome infants	infant respiratory distress syndrome
311825	how much does a tooth extraction cost without insurance	tooth extraction cost without insurance
20909	are any sears store closing in columbus ohio	sears in columbus ohio
400854	is a sata a ssd	ssd sata drive
229458	how expensive to replace roof	cost of replacing roof
768865	what is mass in science terms	define mass in science
931008	what's the avengers member hawkeyes real name	avengers real name
276466	how many calories does a mandarin orange have	calories in a mandarin orange
835921	what is the nashville predators	nashville predators players
1150554	what is the legal age of consent in ny state	legal age of consent in ny
847402	what is the solubility of oxygen in water when sparged with pure oxygen?	solubility of oxygen in water
600386	what constitutes as civil disobedience	define civil disobedience
615922	what currency is used in poland	currency used in poland
540267	was john quincy adams the sixth president	john quincy adams president
568540	what are the cost associated with the war on drugs	cost of the war on drugs
955213	when to abstain from alcohol during pregnancy	drinking alcohol during pregnancy
637001	what does epsilon mean in math	epsilon meaning in math
